Filters
Region filter: All
Infection type filter: Bloodstream
Bacterial pathogen filter: Escherichia coli

Summary values with at least 10 BCIs with AST results
"Specimen","PathogenName","AntibioticName","Min","Q1","Median","Q3","Max","CTAsCount","TotalBCIsWithAST"
"Bloodstream","Escherichia coli","Ampicillin",58.680174132,61.32728953,63.974404928,66.621520326,69.268635724,2,27423
"Bloodstream","Escherichia coli","Cefepime",2.487046632,12.792466307,32.764505119,57.852034131,84.210526316,67,205243
"Bloodstream","Escherichia coli","Cefotaxime",5.681818182,22.052495697,43.147991681,70.594396439,93.548387097,72,174845
"Bloodstream","Escherichia coli","Ceftazidime",5.597014925,12.20163876,33.823529412,56.108597285,86.363636364,81,274367
"Bloodstream","Escherichia coli","Ceftriaxone",5.263157895,24.239729682,50.947867299,72.222222222,89.743589744,77,159955
"Bloodstream","Escherichia coli","Ciprofloxacin",10.154469486,29.017857143,43.193777584,64.212007505,91.666666667,92,296705
"Bloodstream","Escherichia coli","Co-trimoxazole",23.384702389,47.058823529,58.766458766,74.76635514,100,61,72743
"Bloodstream","Escherichia coli","Colistin",0,0,0.724637681,2.547770701,100,45,24955
"Bloodstream","Escherichia coli","Doripenem",1.162790698,1.64692545,2.131060202,4.438545974,6.746031746,3,2215
"Bloodstream","Escherichia coli","Ertapenem",0,0.521066805,2.330508475,7.959770115,36.363636364,67,142939
"Bloodstream","Escherichia coli","Imipenem",0,0.158478605,2.521008403,8.641975309,30.718589601,81,210219
"Bloodstream","Escherichia coli","Levofloxacin",4.545454545,30,41.996233522,55.555555556,92.775665399,53,136757
"Bloodstream","Escherichia coli","Meropenem",0,0.042485719,1.958884444,8.412447257,44.444444444,86,294507
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance",5.681818182,22.09776227,45.080285459,71.290584685,93.548387097,92,188731


Summary values that consider CTAs with testing coverage above the 75th percentile
"Specimen","PathogenName","AntibioticName","Min","Q1","Median","Q3","Max","CTAsCount","TotalBCIsWithAST"
"Bloodstream","Escherichia coli","Ampicillin",58.680174132,58.680174132,58.680174132,58.680174132,58.680174132,1,24579
"Bloodstream","Escherichia coli","Cefepime",2.487046632,6.948559117,11.53537515,17.151702786,42.352941176,17,167154
"Bloodstream","Escherichia coli","Cefotaxime",5.681818182,10.476750912,13.810767104,23.321257855,58.564814815,18,141968
"Bloodstream","Escherichia coli","Ceftazidime",5.597014925,7.947760179,10.37864548,16.679534366,53.364269142,20,195914
"Bloodstream","Escherichia coli","Ceftriaxone",6.271777003,11.677090237,20.263757509,27.383022736,58.837209302,19,116501
"Bloodstream","Escherichia coli","Ciprofloxacin",10.154469486,14.014422248,16.754309086,29.460856045,60.648148148,23,220633
"Bloodstream","Escherichia coli","Co-trimoxazole",23.384702389,30.219185889,39.481785531,47.867202729,51.533477322,15,42814
"Bloodstream","Escherichia coli","Colistin",0,0.227963801,0.49382716,1.143871559,3.170028818,11,13609
"Bloodstream","Escherichia coli","Doripenem",2.131060202,2.131060202,2.131060202,2.131060202,2.131060202,1,1877
"Bloodstream","Escherichia coli","Ertapenem",0,0.165234633,0.480769231,0.862068966,3.356890459,17,96178
"Bloodstream","Escherichia coli","Imipenem",0,0.027245205,0.178774804,1.002197402,5.348837209,20,159744
"Bloodstream","Escherichia coli","Levofloxacin",10.544611819,16.231086657,28.17925586,35.240963855,92.775665399,13,122524
"Bloodstream","Escherichia coli","Meropenem",0,0.006016847,0.044246534,0.099754368,5.361305361,22,225275
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance",5.681818182,11.332516323,13.228903487,23.349078027,58.837209302,23,131069


Data for boxplots
"Specimen","PathogenName","AntibioticName","Iso3","CountryTerritoryArea","WHORegionName","InterpretableAST","Resistant","ResistancePercentage"
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","OMN","Oman","Eastern Mediterranean Region",273,162,59.340659341
"Bloodstream","Escherichia coli","Cefepime","PAK","Pakistan","Eastern Mediterranean Region",736,585,79.483695652
"Bloodstream","Escherichia coli","Cefotaxime","PAK","Pakistan","Eastern Mediterranean Region",627,531,84.688995215
"Bloodstream","Escherichia coli","Ceftazidime","PAK","Pakistan","Eastern Mediterranean Region",841,667,79.310344828
"Bloodstream","Escherichia coli","Ceftriaxone","PAK","Pakistan","Eastern Mediterranean Region",3007,2560,85.134685733
"Bloodstream","Escherichia coli","Ciprofloxacin","PAK","Pakistan","Eastern Mediterranean Region",2797,2196,78.51269217
"Bloodstream","Escherichia coli","Co-trimoxazole","PAK","Pakistan","Eastern Mediterranean Region",2811,2008,71.433653504
"Bloodstream","Escherichia coli","Colistin","PAK","Pakistan","Eastern Mediterranean Region",552,8,1.449275362
"Bloodstream","Escherichia coli","Ertapenem","PAK","Pakistan","Eastern Mediterranean Region",1610,384,23.850931677
"Bloodstream","Escherichia coli","Imipenem","PAK","Pakistan","Eastern Mediterranean Region",3186,744,23.352165725
"Bloodstream","Escherichia coli","Levofloxacin","PAK","Pakistan","Eastern Mediterranean Region",1647,1209,73.406193078
"Bloodstream","Escherichia coli","Meropenem","PAK","Pakistan","Eastern Mediterranean Region",2473,622,25.151637687
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","PAK","Pakistan","Eastern Mediterranean Region",3007,2560,85.134685733
"Bloodstream","Escherichia coli","Cefepime","PER","Peru","Region of the Americas",59,44,74.576271186
"Bloodstream","Escherichia coli","Cefotaxime","PER","Peru","Region of the Americas",30,18,60
"Bloodstream","Escherichia coli","Ceftazidime","PER","Peru","Region of the Americas",84,53,63.095238095
"Bloodstream","Escherichia coli","Ceftriaxone","PER","Peru","Region of the Americas",175,111,63.428571429
"Bloodstream","Escherichia coli","Ciprofloxacin","PER","Peru","Region of the Americas",234,153,65.384615385
"Bloodstream","Escherichia coli","Colistin","PER","Peru","Region of the Americas",107,0,0
"Bloodstream","Escherichia coli","Imipenem","PER","Peru","Region of the Americas",23,2,8.695652174
"Bloodstream","Escherichia coli","Meropenem","PER","Peru","Region of the Americas",35,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","PER","Peru","Region of the Americas",175,111,63.428571429
"Bloodstream","Escherichia coli","Cefepime","PHL","Philippines","Western Pacific Region",1433,217,15.143056525
"Bloodstream","Escherichia coli","Cefotaxime","PHL","Philippines","Western Pacific Region",608,214,35.197368421
"Bloodstream","Escherichia coli","Ceftazidime","PHL","Philippines","Western Pacific Region",1430,329,23.006993007
"Bloodstream","Escherichia coli","Ceftriaxone","PHL","Philippines","Western Pacific Region",1454,520,35.763411279
"Bloodstream","Escherichia coli","Ciprofloxacin","PHL","Philippines","Western Pacific Region",1432,600,41.899441341
"Bloodstream","Escherichia coli","Co-trimoxazole","PHL","Philippines","Western Pacific Region",1443,848,58.766458766
"Bloodstream","Escherichia coli","Colistin","PHL","Philippines","Western Pacific Region",157,4,2.547770701
"Bloodstream","Escherichia coli","Ertapenem","PHL","Philippines","Western Pacific Region",1368,115,8.406432749
"Bloodstream","Escherichia coli","Imipenem","PHL","Philippines","Western Pacific Region",1466,126,8.594815825
"Bloodstream","Escherichia coli","Levofloxacin","PHL","Philippines","Western Pacific Region",531,223,41.996233522
"Bloodstream","Escherichia coli","Meropenem","PHL","Philippines","Western Pacific Region",1491,134,8.987256875
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","PHL","Philippines","Western Pacific Region",1454,520,35.763411279
"Bloodstream","Escherichia coli","Ceftriaxone","PNG","Papua New Guinea","Western Pacific Region",14,5,35.714285714
"Bloodstream","Escherichia coli","Ciprofloxacin","PNG","Papua New Guinea","Western Pacific Region",14,4,28.571428571
"Bloodstream","Escherichia coli","Co-trimoxazole","PNG","Papua New Guinea","Western Pacific Region",14,10,71.428571429
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","PNG","Papua New Guinea","Western Pacific Region",14,5,35.714285714
"Bloodstream","Escherichia coli","Cefepime","POL","Poland","European Region",1019,175,17.173699706
"Bloodstream","Escherichia coli","Cefotaxime","POL","Poland","European Region",412,75,18.203883495
"Bloodstream","Escherichia coli","Ceftazidime","POL","Poland","European Region",2384,480,20.134228188
"Bloodstream","Escherichia coli","Ceftriaxone","POL","Poland","European Region",264,42,15.909090909
"Bloodstream","Escherichia coli","Ciprofloxacin","POL","Poland","European Region",3031,978,32.266578687
"Bloodstream","Escherichia coli","Colistin","POL","Poland","European Region",728,4,0.549450549
"Bloodstream","Escherichia coli","Ertapenem","POL","Poland","European Region",889,11,1.237345332
"Bloodstream","Escherichia coli","Imipenem","POL","Poland","European Region",2544,6,0.235849057
"Bloodstream","Escherichia coli","Meropenem","POL","Poland","European Region",415,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","POL","Poland","European Region",2384,480,20.134228188
"Bloodstream","Escherichia coli","Cefepime","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",113,45,39.82300885
"Bloodstream","Escherichia coli","Cefotaxime","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",295,134,45.423728814
"Bloodstream","Escherichia coli","Ceftazidime","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",278,124,44.604316547
"Bloodstream","Escherichia coli","Ceftriaxone","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",295,134,45.423728814
"Bloodstream","Escherichia coli","Ciprofloxacin","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",265,98,36.981132075
"Bloodstream","Escherichia coli","Co-trimoxazole","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",232,130,56.034482759
"Bloodstream","Escherichia coli","Colistin","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",56,0,0
"Bloodstream","Escherichia coli","Ertapenem","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",299,11,3.678929766
"Bloodstream","Escherichia coli","Imipenem","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",159,3,1.886792453
"Bloodstream","Escherichia coli","Meropenem","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",319,12,3.761755486
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","PSE","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region",295,134,45.423728814
"Bloodstream","Escherichia coli","Cefepime","QAT","Qatar","Eastern Mediterranean Region",595,252,42.352941176
"Bloodstream","Escherichia coli","Cefotaxime","QAT","Qatar","Eastern Mediterranean Region",19,8,42.105263158
"Bloodstream","Escherichia coli","Ceftazidime","QAT","Qatar","Eastern Mediterranean Region",597,252,42.211055276
"Bloodstream","Escherichia coli","Ceftriaxone","QAT","Qatar","Eastern Mediterranean Region",595,278,46.722689076
"Bloodstream","Escherichia coli","Ciprofloxacin","QAT","Qatar","Eastern Mediterranean Region",298,270,90.604026846
"Bloodstream","Escherichia coli","Co-trimoxazole","QAT","Qatar","Eastern Mediterranean Region",596,291,48.825503356
"Bloodstream","Escherichia coli","Colistin","QAT","Qatar","Eastern Mediterranean Region",20,0,0
"Bloodstream","Escherichia coli","Ertapenem","QAT","Qatar","Eastern Mediterranean Region",566,19,3.356890459
"Bloodstream","Escherichia coli","Imipenem","QAT","Qatar","Eastern Mediterranean Region",586,16,2.730375427
"Bloodstream","Escherichia coli","Levofloxacin","QAT","Qatar","Eastern Mediterranean Region",263,244,92.775665399
"Bloodstream","Escherichia coli","Meropenem","QAT","Qatar","Eastern Mediterranean Region",586,15,2.559726962
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","QAT","Qatar","Eastern Mediterranean Region",595,278,46.722689076
"Bloodstream","Escherichia coli","Cefepime","RUS","Russian Federation","European Region",1064,613,57.612781955
"Bloodstream","Escherichia coli","Cefotaxime","RUS","Russian Federation","European Region",1230,803,65.284552846
"Bloodstream","Escherichia coli","Ceftazidime","RUS","Russian Federation","European Region",1438,893,62.100139082
"Bloodstream","Escherichia coli","Ceftriaxone","RUS","Russian Federation","European Region",332,188,56.626506024
"Bloodstream","Escherichia coli","Ciprofloxacin","RUS","Russian Federation","European Region",1345,718,53.382899628
"Bloodstream","Escherichia coli","Colistin","RUS","Russian Federation","European Region",682,4,0.586510264
"Bloodstream","Escherichia coli","Ertapenem","RUS","Russian Federation","European Region",1153,75,6.504770165
"Bloodstream","Escherichia coli","Imipenem","RUS","Russian Federation","European Region",540,23,4.259259259
"Bloodstream","Escherichia coli","Levofloxacin","RUS","Russian Federation","European Region",128,90,70.3125
"Bloodstream","Escherichia coli","Meropenem","RUS","Russian Federation","European Region",1495,45,3.010033445
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","RUS","Russian Federation","European Region",1230,803,65.284552846
"Bloodstream","Escherichia coli","Cefepime","SAU","Saudi Arabia","Eastern Mediterranean Region",338,164,48.520710059
"Bloodstream","Escherichia coli","Ceftazidime","SAU","Saudi Arabia","Eastern Mediterranean Region",362,183,50.552486188
"Bloodstream","Escherichia coli","Ceftriaxone","SAU","Saudi Arabia","Eastern Mediterranean Region",308,161,52.272727273
"Bloodstream","Escherichia coli","Ciprofloxacin","SAU","Saudi Arabia","Eastern Mediterranean Region",419,223,53.221957041
"Bloodstream","Escherichia coli","Ertapenem","SAU","Saudi Arabia","Eastern Mediterranean Region",301,6,1.993355482
"Bloodstream","Escherichia coli","Imipenem","SAU","Saudi Arabia","Eastern Mediterranean Region",395,10,2.53164557
"Bloodstream","Escherichia coli","Levofloxacin","SAU","Saudi Arabia","Eastern Mediterranean Region",277,143,51.624548736
"Bloodstream","Escherichia coli","Meropenem","SAU","Saudi Arabia","Eastern Mediterranean Region",415,10,2.409638554
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","SAU","Saudi Arabia","Eastern Mediterranean Region",308,161,52.272727273
"Bloodstream","Escherichia coli","Cefepime","SGP","Singapore","Western Pacific Region",1506,303,20.119521912
"Bloodstream","Escherichia coli","Cefotaxime","SGP","Singapore","Western Pacific Region",1403,329,23.449750535
"Bloodstream","Escherichia coli","Ceftazidime","SGP","Singapore","Western Pacific Region",909,216,23.762376238
"Bloodstream","Escherichia coli","Ceftriaxone","SGP","Singapore","Western Pacific Region",909,215,23.652365237
"Bloodstream","Escherichia coli","Ciprofloxacin","SGP","Singapore","Western Pacific Region",1505,530,35.215946844
"Bloodstream","Escherichia coli","Co-trimoxazole","SGP","Singapore","Western Pacific Region",1505,509,33.820598007
"Bloodstream","Escherichia coli","Ertapenem","SGP","Singapore","Western Pacific Region",909,2,0.220022002
"Bloodstream","Escherichia coli","Meropenem","SGP","Singapore","Western Pacific Region",1505,1,0.066445183
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","SGP","Singapore","Western Pacific Region",909,216,23.762376238
"Bloodstream","Escherichia coli","Ceftazidime","SWE","Sweden","European Region",10717,849,7.921993095
"Bloodstream","Escherichia coli","Ciprofloxacin","SWE","Sweden","European Region",10674,1574,14.746112048
"Bloodstream","Escherichia coli","Imipenem","SWE","Sweden","European Region",7115,2,0.028109628
"Bloodstream","Escherichia coli","Meropenem","SWE","Sweden","European Region",3599,2,0.055570992
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","SWE","Sweden","European Region",10717,849,7.921993095
"Bloodstream","Escherichia coli","Cefepime","THA","Thailand","South-East Asia Region",3627,765,21.091811414
"Bloodstream","Escherichia coli","Cefotaxime","THA","Thailand","South-East Asia Region",2051,792,38.615309605
"Bloodstream","Escherichia coli","Ceftazidime","THA","Thailand","South-East Asia Region",4407,842,19.105967779
"Bloodstream","Escherichia coli","Ceftriaxone","THA","Thailand","South-East Asia Region",3807,1472,38.665615971
"Bloodstream","Escherichia coli","Ciprofloxacin","THA","Thailand","South-East Asia Region",4661,2195,47.09289852
"Bloodstream","Escherichia coli","Co-trimoxazole","THA","Thailand","South-East Asia Region",3976,2027,50.980885312
"Bloodstream","Escherichia coli","Colistin","THA","Thailand","South-East Asia Region",2913,15,0.514933059
"Bloodstream","Escherichia coli","Doripenem","THA","Thailand","South-East Asia Region",1877,40,2.131060202
"Bloodstream","Escherichia coli","Ertapenem","THA","Thailand","South-East Asia Region",4481,174,3.883061817
"Bloodstream","Escherichia coli","Imipenem","THA","Thailand","South-East Asia Region",4690,148,3.15565032
"Bloodstream","Escherichia coli","Levofloxacin","THA","Thailand","South-East Asia Region",2111,942,44.623401232
"Bloodstream","Escherichia coli","Meropenem","THA","Thailand","South-East Asia Region",4728,150,3.172588832
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","THA","Thailand","South-East Asia Region",3807,1472,38.665615971
"Bloodstream","Escherichia coli","Ceftriaxone","TLS","Timor-Leste","South-East Asia Region",46,14,30.434782609
"Bloodstream","Escherichia coli","Ciprofloxacin","TLS","Timor-Leste","South-East Asia Region",46,17,36.956521739
"Bloodstream","Escherichia coli","Co-trimoxazole","TLS","Timor-Leste","South-East Asia Region",46,30,65.217391304
"Bloodstream","Escherichia coli","Imipenem","TLS","Timor-Leste","South-East Asia Region",30,6,20
"Bloodstream","Escherichia coli","Meropenem","TLS","Timor-Leste","South-East Asia Region",46,6,13.043478261
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","TLS","Timor-Leste","South-East Asia Region",46,14,30.434782609
"Bloodstream","Escherichia coli","Cefepime","TUN","Tunisia","Eastern Mediterranean Region",183,37,20.218579235
"Bloodstream","Escherichia coli","Cefotaxime","TUN","Tunisia","Eastern Mediterranean Region",184,48,26.086956522
"Bloodstream","Escherichia coli","Ceftazidime","TUN","Tunisia","Eastern Mediterranean Region",182,45,24.725274725
"Bloodstream","Escherichia coli","Ciprofloxacin","TUN","Tunisia","Eastern Mediterranean Region",175,49,28
"Bloodstream","Escherichia coli","Co-trimoxazole","TUN","Tunisia","Eastern Mediterranean Region",122,50,40.983606557
"Bloodstream","Escherichia coli","Colistin","TUN","Tunisia","Eastern Mediterranean Region",37,0,0
"Bloodstream","Escherichia coli","Ertapenem","TUN","Tunisia","Eastern Mediterranean Region",156,5,3.205128205
"Bloodstream","Escherichia coli","Imipenem","TUN","Tunisia","Eastern Mediterranean Region",179,1,0.558659218
"Bloodstream","Escherichia coli","Levofloxacin","TUN","Tunisia","Eastern Mediterranean Region",117,40,34.188034188
"Bloodstream","Escherichia coli","Meropenem","TUN","Tunisia","Eastern Mediterranean Region",54,1,1.851851852
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","TUN","Tunisia","Eastern Mediterranean Region",184,48,26.086956522
"Bloodstream","Escherichia coli","Cefotaxime","TUR","T<U+00FC>rkiye","European Region",293,160,54.607508532
"Bloodstream","Escherichia coli","Ceftazidime","TUR","T<U+00FC>rkiye","European Region",5956,3097,51.997985225
"Bloodstream","Escherichia coli","Ceftriaxone","TUR","T<U+00FC>rkiye","European Region",5518,3113,56.415367887
"Bloodstream","Escherichia coli","Ciprofloxacin","TUR","T<U+00FC>rkiye","European Region",5236,2730,52.139037433
"Bloodstream","Escherichia coli","Colistin","TUR","T<U+00FC>rkiye","European Region",877,28,3.192702395
"Bloodstream","Escherichia coli","Ertapenem","TUR","T<U+00FC>rkiye","European Region",5700,550,9.649122807
"Bloodstream","Escherichia coli","Imipenem","TUR","T<U+00FC>rkiye","European Region",4652,147,3.159931212
"Bloodstream","Escherichia coli","Levofloxacin","TUR","T<U+00FC>rkiye","European Region",1777,908,51.097355093
"Bloodstream","Escherichia coli","Meropenem","TUR","T<U+00FC>rkiye","European Region",5711,191,3.344423043
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","TUR","T<U+00FC>rkiye","European Region",5518,3113,56.415367887
"Bloodstream","Escherichia coli","Cefepime","TZA","United Republic of Tanzania","African Region",241,140,58.091286307
"Bloodstream","Escherichia coli","Cefotaxime","TZA","United Republic of Tanzania","African Region",134,94,70.149253731
"Bloodstream","Escherichia coli","Ceftazidime","TZA","United Republic of Tanzania","African Region",259,147,56.756756757
"Bloodstream","Escherichia coli","Ceftriaxone","TZA","United Republic of Tanzania","African Region",226,157,69.469026549
"Bloodstream","Escherichia coli","Ciprofloxacin","TZA","United Republic of Tanzania","African Region",246,157,63.821138211
"Bloodstream","Escherichia coli","Co-trimoxazole","TZA","United Republic of Tanzania","African Region",208,161,77.403846154
"Bloodstream","Escherichia coli","Imipenem","TZA","United Republic of Tanzania","African Region",43,9,20.930232558
"Bloodstream","Escherichia coli","Levofloxacin","TZA","United Republic of Tanzania","African Region",10,4,40
"Bloodstream","Escherichia coli","Meropenem","TZA","United Republic of Tanzania","African Region",237,20,8.438818565
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","TZA","United Republic of Tanzania","African Region",134,94,70.149253731
"Bloodstream","Escherichia coli","Cefepime","UGA","Uganda","African Region",16,12,75
"Bloodstream","Escherichia coli","Ceftriaxone","UGA","Uganda","African Region",16,13,81.25
"Bloodstream","Escherichia coli","Ciprofloxacin","UGA","Uganda","African Region",12,11,91.666666667
"Bloodstream","Escherichia coli","Co-trimoxazole","UGA","Uganda","African Region",16,16,100
"Bloodstream","Escherichia coli","Ertapenem","UGA","Uganda","African Region",12,0,0
"Bloodstream","Escherichia coli","Imipenem","UGA","Uganda","African Region",16,2,12.5
"Bloodstream","Escherichia coli","Meropenem","UGA","Uganda","African Region",18,1,5.555555556
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","UGA","Uganda","African Region",16,13,81.25
"Bloodstream","Escherichia coli","Cefotaxime","UKR","Ukraine","European Region",157,69,43.949044586
"Bloodstream","Escherichia coli","Ceftazidime","UKR","Ukraine","European Region",195,72,36.923076923
"Bloodstream","Escherichia coli","Ceftriaxone","UKR","Ukraine","European Region",102,54,52.941176471
"Bloodstream","Escherichia coli","Ciprofloxacin","UKR","Ukraine","European Region",179,79,44.134078212
"Bloodstream","Escherichia coli","Colistin","UKR","Ukraine","European Region",64,1,1.5625
"Bloodstream","Escherichia coli","Ertapenem","UKR","Ukraine","European Region",53,16,30.188679245
"Bloodstream","Escherichia coli","Imipenem","UKR","Ukraine","European Region",139,10,7.194244604
"Bloodstream","Escherichia coli","Levofloxacin","UKR","Ukraine","European Region",127,68,53.543307087
"Bloodstream","Escherichia coli","Meropenem","UKR","Ukraine","European Region",197,21,10.659898477
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","UKR","Ukraine","European Region",102,54,52.941176471
"Bloodstream","Escherichia coli","Cefotaxime","XKX","Kosovo","European Region",24,9,37.5
"Bloodstream","Escherichia coli","Ceftazidime","XKX","Kosovo","European Region",24,9,37.5
"Bloodstream","Escherichia coli","Ciprofloxacin","XKX","Kosovo","European Region",24,10,41.666666667
"Bloodstream","Escherichia coli","Colistin","XKX","Kosovo","European Region",24,0,0
"Bloodstream","Escherichia coli","Ertapenem","XKX","Kosovo","European Region",24,0,0
"Bloodstream","Escherichia coli","Imipenem","XKX","Kosovo","European Region",24,0,0
"Bloodstream","Escherichia coli","Levofloxacin","XKX","Kosovo","European Region",24,10,41.666666667
"Bloodstream","Escherichia coli","Meropenem","XKX","Kosovo","European Region",24,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","XKX","Kosovo","European Region",24,9,37.5
"Bloodstream","Escherichia coli","Cefepime","YEM","Yemen","Eastern Mediterranean Region",49,39,79.591836735
"Bloodstream","Escherichia coli","Cefotaxime","YEM","Yemen","Eastern Mediterranean Region",73,62,84.931506849
"Bloodstream","Escherichia coli","Ceftazidime","YEM","Yemen","Eastern Mediterranean Region",88,76,86.363636364
"Bloodstream","Escherichia coli","Ceftriaxone","YEM","Yemen","Eastern Mediterranean Region",54,45,83.333333333
"Bloodstream","Escherichia coli","Ciprofloxacin","YEM","Yemen","Eastern Mediterranean Region",89,52,58.426966292
"Bloodstream","Escherichia coli","Co-trimoxazole","YEM","Yemen","Eastern Mediterranean Region",79,53,67.088607595
"Bloodstream","Escherichia coli","Colistin","YEM","Yemen","Eastern Mediterranean Region",12,0,0
"Bloodstream","Escherichia coli","Ertapenem","YEM","Yemen","Eastern Mediterranean Region",33,12,36.363636364
"Bloodstream","Escherichia coli","Imipenem","YEM","Yemen","Eastern Mediterranean Region",63,9,14.285714286
"Bloodstream","Escherichia coli","Levofloxacin","YEM","Yemen","Eastern Mediterranean Region",52,35,67.307692308
"Bloodstream","Escherichia coli","Meropenem","YEM","Yemen","Eastern Mediterranean Region",66,16,24.242424242
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","YEM","Yemen","Eastern Mediterranean Region",88,76,86.363636364
"Bloodstream","Escherichia coli","Cefepime","ZAF","South Africa","African Region",4473,1193,26.671137939
"Bloodstream","Escherichia coli","Cefotaxime","ZAF","South Africa","African Region",4525,1603,35.425414365
"Bloodstream","Escherichia coli","Ceftazidime","ZAF","South Africa","African Region",4482,1337,29.830432842
"Bloodstream","Escherichia coli","Ciprofloxacin","ZAF","South Africa","African Region",4531,1567,34.583977047
"Bloodstream","Escherichia coli","Co-trimoxazole","ZAF","South Africa","African Region",4552,3123,68.607205624
"Bloodstream","Escherichia coli","Ertapenem","ZAF","South Africa","African Region",4440,199,4.481981982
"Bloodstream","Escherichia coli","Imipenem","ZAF","South Africa","African Region",4533,82,1.808956541
"Bloodstream","Escherichia coli","Meropenem","ZAF","South Africa","African Region",4504,89,1.976021314
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","ZAF","South Africa","African Region",4525,1603,35.425414365
"Bloodstream","Escherichia coli","Cefepime","ZMB","Zambia","African Region",58,45,77.586206897
"Bloodstream","Escherichia coli","Cefotaxime","ZMB","Zambia","African Region",31,29,93.548387097
"Bloodstream","Escherichia coli","Ceftazidime","ZMB","Zambia","African Region",19,14,73.684210526
"Bloodstream","Escherichia coli","Ceftriaxone","ZMB","Zambia","African Region",39,35,89.743589744
"Bloodstream","Escherichia coli","Ciprofloxacin","ZMB","Zambia","African Region",64,46,71.875
"Bloodstream","Escherichia coli","Co-trimoxazole","ZMB","Zambia","African Region",15,12,80
"Bloodstream","Escherichia coli","Ertapenem","ZMB","Zambia","African Region",16,4,25
"Bloodstream","Escherichia coli","Imipenem","ZMB","Zambia","African Region",39,2,5.128205128
"Bloodstream","Escherichia coli","Meropenem","ZMB","Zambia","African Region",29,3,10.344827586
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","ZMB","Zambia","African Region",31,29,93.548387097
